Compound,MarmID,Lesion,TP1_MeanHU,TP2_MeanHU,TP3_MeanHU,TP4_MeanHU,TP5_MeanHU,TP6_MeanHU,TP1_MedianHU,TP2_MedianHU,TP3_MedianHU,TP4_MedianHU,TP5_MedianHU,TP6_MedianHU,TP1_StandDevHU,TP2_StandDevHU,TP3_StandDevHU,TP4_StandDevHU,TP5_StandDevHU,TP6_StandDevHU,TP1_MeanSUV,TP2_MeanSUV,TP3_MeanSUV,TP4_MeanSUV,TP5_MeanSUV,TP6_MeanSUV,TP1_MedianSUV,TP2_MedianSUV,TP3_MedianSUV,TP4_MedianSUV,TP5_MedianSUV,TP6_MedianSUV,TP1_StandDevSUV,TP2_StandDevSUV,TP3_StandDevSUV,TP4_StandDevSUV,TP5_StandDevSUV,TP6_StandDevSUV,TP1_MaxSUV,TP2_MaxSUV,TP3_MaxSUV,TP4_MaxSUV,TP5_MaxSUV,TP6_MaxSUV,TP1_HighSUV,TP2_HighSUV,TP3_HighSUV,TP4_HighSUV,TP5_HighSUV,TP6_HighSUV,TP1_VOLMORE1p5_SUV,TP2_VOLMORE1p5_SUV,TP3_VOLMORE1p5_SUV,TP4_VOLMORE1p5_SUV,TP5_VOLMORE1p5_SUV,TP6_VOLMORE1p5_SUV,TP1_VOLMORE2_SUV,TP2_VOLMORE2_SUV,TP3_VOLMORE2_SUV,TP4_VOLMORE2_SUV,TP5_VOLMORE2_SUV,TP6_VOLMORE2_SUV,TP1_TLG_SUV,TP2_TLG_SUV,TP3_TLG_SUV,TP4_TLG_SUV,TP5_TLG_SUV,TP6_TLG_SUV,TP1_TLG_HardPlusSoft_SUV,TP2_TLG_HardPlusSoft_SUV,TP3_TLG_HardPlusSoft_SUV,TP4_TLG_HardPlusSoft_SUV,TP5_TLG_HardPlusSoft_SUV,TP6_TLG_HardPlusSoft_SUV,TP1_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP2_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP3_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP4_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP5_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP6_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP1_SoftVol,TP2_SoftVol,TP3_SoftVol,TP4_SoftVol,TP5_SoftVol,TP6_SoftVol,TP1_HardVol,TP2_HardVol,TP3_HardVol,TP4_HardVol,TP5_HardVol,TP6_HardVol,TP1_log10CFU,TP2_log10CFU,TP3_log10CFU,TP4_log10CFU,TP5_log10CFU,TP6_log10CFU,TP1_LesionType,TP2_LesionType,TP3_LesionType,TP4_LesionType,TP5_LesionType,TP6_LesionType,TP1_FinalLesionType,TP2_FinalLesionType,TP3_FinalLesionType,TP4_FinalLesionType,TP5_FinalLesionType,TP6_FinalLesionType,TP1_Consolidate,TP2_Consolidate,TP3_Consolidate,TP4_Consolidate,TP5_Consolidate,TP6_Consolidate,TP1_Contour,TP2_Contour,TP3_Contour,TP4_Contour,TP5_Contour,TP6_Contour
LZD+PMD,BN20,33,-258.38,-217.61,-206.74,-370.47,-293.64,-456.11,-241.0,-150.0,-168.0,-393.0,-291.0,-484.0,156.89,178.63,146.44,205.01,144.78,155.26,0.8,0.88,0.66,0.59,0.49,0.54,0.8,0.85,0.66,0.59,0.47,0.54,0.11,0.16,0.08,0.08,0.06,0.03,1.1,1.34,0.87,0.82,0.62,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.01,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 33 Day 032 AA,Lesion 33 Day 032 AA,Lesion 33 Day 032 AA,Lesion 33 Day 032 AA,Lesion 33 Day 032 AA,Lesion 33 Day 032 AA
BDQ,BN22,9,-485.92,-336.05,-260.52,-437.22,-563.17,-583.05,-494.0,-343.0,-232.0,-468.0,-562.0,-595.0,65.24,135.93,136.66,145.33,92.9,111.59,0.27,0.93,0.58,0.54,0.5,0.52,0.27,0.92,0.57,0.53,0.5,0.51,0.01,0.15,0.06,0.05,0.02,0.03,0.29,1.32,0.7,0.64,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.12,0.0,0.0,0.0,0.18,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 09 Day 031 FG,Lesion 09 Day 045 FG,Lesion 09 Day 060 FG,Lesion 09 Day 075 FG,Lesion 09 Day 088 FG,Lesion 09 Day 101 FG
EMB+MOX+PZA+RIF,BN27,3,-519.38,-365.64,-304.43,-329.14,-331.54,-425.99,-546.54,-339.87,-313.19,-348.96,-337.29,-423.15,161.36,230.38,211.44,207.56,199.11,189.71,1.44,2.12,1.57,0.93,1.28,0.6,1.32,2.09,1.62,0.91,1.04,0.62,0.69,0.37,0.38,0.16,0.66,0.07,3.29,2.84,2.36,1.24,3.93,0.8,0.01,0.02,0.0,0.0,0.0,0.0,,,,,,,0.01,0.02,0.0,0.0,0.0,0.0,0.05,0.08,0.05,0.02,0.02,0.01,0.02,0.06,0.04,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 03 Day 031 FG,Lesion 03 Day 046 FG,Lesion 03 Day 059 FG,Lesion 03 Day 073 FG,Lesion 03 Day 088 FG,Lesion 03 Day 101 FG
EMB+INH+PZA+RIF,BN36,12,-428.47,-303.35,-336.69,-330.85,-420.39,-425.11,-465.43,-327.84,-355.48,-349.59,-440.36,-463.76,156.16,231.02,222.34,221.36,226.32,197.0,0.71,1.29,0.58,0.48,0.43,0.42,0.72,1.27,0.53,0.48,0.44,0.42,0.04,0.35,0.14,0.05,0.05,0.06,0.78,1.97,1.01,0.61,0.49,0.55,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.01,0.01,0.01,0.0,0.05,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 12 Day 032 FG,Lesion 12 Day 045 FG,Lesion 12 Day 059 FG,Lesion 12 Day 074 FG,Lesion 12 Day 089 FG,Lesion 12 Day 102 FG
EMB+INH+PZA+RIF,BO09,10,-484.15,-348.32,-487.56,-652.56,-576.52,-689.13,-505.0,-361.0,-488.0,-658.0,-580.0,-692.0,121.69,103.55,74.22,53.25,66.77,63.72,0.44,0.57,0.39,0.39,0.28,0.3,0.44,0.56,0.39,0.39,0.29,0.3,0.01,0.03,0.01,0.01,0.01,0.0,0.47,0.63,0.41,0.4,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 10 Day 032 AA,Lesion 10 Day 047 AA,Lesion 10 Day 059 AA,Lesion 10 Day 074 AA,Lesion 10 Day 086 AA,Lesion 10 Day 101 AA
EMB+INH+PZA+RIF,BO09,12,-332.1,-271.45,-379.6,-484.62,-380.17,-515.21,-341.0,-272.0,-373.0,-495.0,-404.0,-511.0,138.44,123.31,119.76,117.43,97.87,75.88,0.67,0.81,0.6,0.47,0.37,0.59,0.67,0.81,0.59,0.47,0.37,0.58,0.08,0.08,0.08,0.04,0.02,0.07,0.87,0.99,0.88,0.58,0.43,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 12 Day 032 AA,Lesion 12 Day 047 AA,Lesion 12 Day 059 AA,Lesion 12 Day 074 AA,Lesion 12 Day 086 AA,Lesion 12 Day 101 AA
BDQ,BO11,23,-445.85,-292.09,-403.16,-372.17,-500.35,-548.81,-452.0,-294.0,-404.0,-385.0,-497.0,-543.0,70.15,135.73,79.54,111.93,79.09,73.39,0.78,1.82,0.94,0.44,0.31,0.37,0.78,1.77,0.91,0.44,0.31,0.36,0.03,0.47,0.21,0.05,0.02,0.03,0.87,3.06,1.5,0.53,0.4,0.44,0.0,0.01,0.0,0.0,0.0,0.0,0,0.01,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.003389830508474576,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 23 Day 033 AA,Lesion 23 Day 046 AA,Lesion 23 Day 059 AA,Lesion 23 Day 073 AA,Lesion 23 Day 087 AA,Lesion 23 Day 101 AA
RIF,BO22,8,-477.64,-254.9,-291.78,-339.82,-393.75,-421.86,-488.0,-249.0,-298.0,-339.0,-409.0,-436.0,94.81,138.0,127.14,101.42,86.91,110.91,0.49,0.7,0.73,0.42,0.39,0.49,0.5,0.7,0.72,0.42,0.4,0.49,0.03,0.06,0.08,0.04,0.03,0.03,0.62,0.83,1.09,0.59,0.5,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 08 Day 033 FG,Lesion 08 Day 048 FG,Lesion 08 Day 060 FG,Lesion 08 Day 075 FG,Lesion 08 Day 087 FG,Lesion 08 Day 100 FG
RIF,BO22,9,-436.23,-293.46,-400.23,-480.23,-458.99,-437.6,-432.0,-307.0,-411.0,-487.0,-466.0,-452.0,93.69,127.43,96.38,93.32,94.76,89.58,0.46,0.59,0.55,0.37,0.33,0.4,0.45,0.6,0.54,0.37,0.33,0.39,0.04,0.04,0.04,0.03,0.02,0.02,0.59,0.71,0.67,0.44,0.38,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 09 Day 033 FG,Lesion 09 Day 048 FG,Lesion 09 Day 060 FG,Lesion 09 Day 075 FG,Lesion 09 Day 087 FG,Lesion 09 Day 100 FG
RIF,BO23,6,-602.24,-416.36,-506.37,-593.46,-479.35,-570.95,-611.0,-441.0,-505.0,-597.0,-495.0,-581.0,72.08,143.11,98.93,93.27,116.42,84.86,0.38,0.35,0.43,0.35,0.31,0.26,0.38,0.34,0.43,0.34,0.31,0.26,0.03,0.04,0.05,0.03,0.02,0.01,0.49,0.45,0.53,0.42,0.37,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 06 Day 033 AA,Lesion 06 Day 048 AA,Lesion 06 Day 060 AA,Lesion 06 Day 075 AA,Lesion 06 Day 087 AA,Lesion 06 Day 101 AA
MOX,BO36,21,-507.04,-199.37,-276.33,-459.21,-262.7,-385.92,-515.0,-199.0,-268.0,-442.0,-252.0,-398.0,100.91,118.52,112.01,89.39,131.37,128.59,0.34,1.03,0.38,0.21,0.33,0.43,0.34,1.02,0.38,0.21,0.33,0.43,0.01,0.17,0.05,0.02,0.03,0.03,0.39,1.45,0.49,0.26,0.4,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 21 Day 034 FG,Lesion 21 Day 047 FG,Lesion 21 Day 060 FG,Lesion 21 Day 075 FG,Lesion 21 Day 089 FG,Lesion 21 Day 103 FG
MOX,BO36,22,-717.86,-352.73,-355.55,-513.01,-439.59,-463.47,-720.0,-375.0,-361.0,-501.0,-456.0,-495.0,46.19,113.41,115.45,104.37,106.36,110.45,0.32,0.59,0.29,0.21,0.27,0.35,0.31,0.6,0.3,0.21,0.27,0.35,0.02,0.03,0.03,0.01,0.01,0.01,0.37,0.68,0.35,0.22,0.29,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 22 Day 034 FG,Lesion 22 Day 047 FG,Lesion 22 Day 060 FG,Lesion 22 Day 075 FG,Lesion 22 Day 089 FG,Lesion 22 Day 103 FG
MOX,BO37,11,-595.52,-479.0,-499.16,-535.72,-633.64,-600.71,-597.0,-478.0,-512.0,-542.0,-641.0,-598.0,66.1,85.03,108.58,107.64,113.98,82.86,0.2,0.72,0.52,0.34,0.28,0.38,0.2,0.74,0.5,0.34,0.28,0.38,0.01,0.14,0.04,0.03,0.02,0.02,0.24,0.98,0.61,0.41,0.33,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 11 Day 034 AA,Lesion 11 Day 047 AA,Lesion 11 Day 060 AA,Lesion 11 Day 074 AA,Lesion 11 Day 089 AA,Lesion 11 Day 103 AA
MOX,BO37,13,-542.9,-517.52,-536.91,-565.52,-532.06,-702.08,-549.0,-519.0,-532.0,-579.0,-540.0,-703.0,65.21,77.14,88.6,92.89,88.17,51.62,0.17,0.66,0.44,0.28,0.28,0.4,0.17,0.66,0.43,0.27,0.28,0.4,0.02,0.09,0.07,0.02,0.02,0.04,0.23,0.89,0.71,0.34,0.31,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4807692307692307,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 13 Day 034 AA,Lesion 13 Day 047 AA,Lesion 13 Day 060 AA,Lesion 13 Day 074 AA,Lesion 13 Day 089 AA,Lesion 13 Day 103 AA
MOX+RIF,BO42,5,-460.78,-253.3,-429.56,-509.62,-350.21,-469.5,-480.0,-264.0,-479.0,-530.0,-346.0,-472.0,102.18,124.74,159.42,104.34,122.29,80.5,1.22,0.82,0.96,0.7,1.04,1.37,1.19,0.82,0.92,0.69,0.96,1.32,0.2,0.06,0.18,0.09,0.28,0.31,1.8,0.97,1.47,0.96,1.9,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 05 Day 033 AA,Lesion 05 Day 046 AA,Lesion 05 Day 062 AA,Lesion 05 Day 074 AA,Lesion 05 Day 088 AA,Lesion 05 Day 102 AA
INH,BP02,21,-293.87,-345.8,-354.22,-286.15,-170.37,-310.42,-282.0,-365.0,-377.75,-303.0,-159.0,-313.0,196.52,129.8,156.53,175.97,178.57,196.43,1.32,0.64,0.34,0.39,0.53,0.31,1.34,0.63,0.34,0.37,0.53,0.31,0.17,0.07,0.03,0.06,0.06,0.02,1.68,0.82,0.46,0.59,0.63,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 21 Day 034 AA,Lesion 21 Day 045 AA,Lesion 21 Day 061 AA,Lesion 21 Day 073 AA,Lesion 21 Day 087 AA,Lesion 21 Day 101 AA
BDQ+LZD,BP09,13,-631.48,-427.6,-287.07,-514.86,-645.6,-632.01,-641.0,-457.0,-295.0,-524.0,-649.0,-639.0,91.13,153.66,152.24,139.02,99.98,102.65,0.39,0.92,2.08,0.75,0.25,0.28,0.38,0.91,1.89,0.72,0.26,0.28,0.03,0.14,0.78,0.18,0.02,0.02,0.53,1.51,4.33,1.31,0.32,0.32,0.0,0.0,0.01,0.0,0.0,0.0,0,0,0.01,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0023094688221709007,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 13 Day 033 AA,Lesion 13 Day 046 AA,Lesion 13 Day 060 AA,Lesion 13 Day 074 AA,Lesion 13 Day 088 AA,Lesion 13 Day 102 AA
LZD+PMD,BP14,11,-343.29,-243.98,-328.8,-349.36,-401.45,-517.21,-366.0,-235.0,-333.0,-362.0,-418.0,-516.0,149.11,184.57,131.21,153.42,110.37,86.44,0.6,0.59,0.69,0.4,0.49,0.52,0.58,0.57,0.68,0.4,0.47,0.51,0.06,0.11,0.08,0.03,0.05,0.04,0.8,1.02,0.88,0.47,0.59,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 11 Day 034 AA,Lesion 11 Day 047 AA,Lesion 11 Day 060 AA,Lesion 11 Day 074 AA,Lesion 11 Day 088 AA,Lesion 11 Day 101 AA
LZD+PMD,BP14,14,-480.96,-351.95,-505.2,-451.73,-633.27,-623.63,-496.0,-367.0,-514.0,-469.0,-643.0,-623.0,129.21,132.24,90.48,122.53,75.08,96.89,0.6,0.56,0.58,0.38,0.46,0.48,0.6,0.55,0.57,0.37,0.46,0.47,0.02,0.03,0.02,0.03,0.04,0.03,0.66,0.62,0.66,0.46,0.59,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 14 Day 034 AA,Lesion 14 Day 047 AA,Lesion 14 Day 060 AA,Lesion 14 Day 074 AA,Lesion 14 Day 088 AA,Lesion 14 Day 101 AA
LZD+PMD,BP14,27,-423.8,-351.22,-408.84,-404.51,-453.7,-465.92,-449.0,-378.0,-424.0,-423.0,-478.0,-484.0,142.4,137.89,145.6,145.04,131.11,114.35,0.61,0.6,0.63,0.49,0.62,0.56,0.61,0.59,0.63,0.49,0.62,0.55,0.02,0.03,0.04,0.03,0.04,0.04,0.68,0.69,0.7,0.53,0.73,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 27 Day 034 AA,Lesion 27 Day 047 AA,Lesion 27 Day 060 AA,Lesion 27 Day 074 AA,Lesion 27 Day 088 AA,Lesion 27 Day 101 AA
LZD+PMD,BP14,28,-418.82,-430.32,-422.0,-431.76,-528.92,-555.47,-441.0,-444.0,-442.0,-461.0,-534.0,-557.0,120.7,100.87,119.06,135.45,117.6,69.31,0.53,0.44,0.62,0.42,0.51,0.54,0.52,0.44,0.61,0.41,0.5,0.54,0.04,0.04,0.06,0.04,0.05,0.05,0.61,0.54,0.74,0.53,0.63,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 28 Day 034 AA,Lesion 28 Day 047 AA,Lesion 28 Day 060 AA,Lesion 28 Day 074 AA,Lesion 28 Day 088 AA,Lesion 28 Day 101 AA
LZD+PMD,BP14,29,-430.68,-473.2,-448.02,-575.1,-613.56,-558.41,-435.0,-479.0,-454.0,-572.0,-605.0,-568.0,124.91,110.45,98.77,72.78,68.49,97.78,0.62,0.4,0.55,0.35,0.46,0.56,0.61,0.4,0.55,0.35,0.45,0.56,0.08,0.02,0.02,0.01,0.02,0.04,0.83,0.44,0.65,0.36,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 29 Day 034 AA,Lesion 29 Day 047 AA,Lesion 29 Day 060 AA,Lesion 29 Day 074 AA,Lesion 29 Day 088 AA,Lesion 29 Day 101 AA
LZD+PMD,BP14,30,-588.14,-545.13,-455.72,-620.12,-632.28,-581.78,-592.0,-558.0,-480.0,-618.0,-640.0,-577.0,77.28,100.65,99.1,67.54,62.58,58.43,0.58,0.45,0.59,0.36,0.54,0.51,0.58,0.45,0.57,0.36,0.54,0.51,0.02,0.05,0.05,0.04,0.02,0.04,0.66,0.6,0.73,0.44,0.57,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 30 Day 034 AA,Lesion 30 Day 047 AA,Lesion 30 Day 060 AA,Lesion 30 Day 074 AA,Lesion 30 Day 088 AA,Lesion 30 Day 101 AA
