Compound,MarmID,Lesion,TP1_MeanHU,TP2_MeanHU,TP3_MeanHU,TP4_MeanHU,TP5_MeanHU,TP6_MeanHU,TP1_MedianHU,TP2_MedianHU,TP3_MedianHU,TP4_MedianHU,TP5_MedianHU,TP6_MedianHU,TP1_StandDevHU,TP2_StandDevHU,TP3_StandDevHU,TP4_StandDevHU,TP5_StandDevHU,TP6_StandDevHU,TP1_MeanSUV,TP2_MeanSUV,TP3_MeanSUV,TP4_MeanSUV,TP5_MeanSUV,TP6_MeanSUV,TP1_MedianSUV,TP2_MedianSUV,TP3_MedianSUV,TP4_MedianSUV,TP5_MedianSUV,TP6_MedianSUV,TP1_StandDevSUV,TP2_StandDevSUV,TP3_StandDevSUV,TP4_StandDevSUV,TP5_StandDevSUV,TP6_StandDevSUV,TP1_MaxSUV,TP2_MaxSUV,TP3_MaxSUV,TP4_MaxSUV,TP5_MaxSUV,TP6_MaxSUV,TP1_HighSUV,TP2_HighSUV,TP3_HighSUV,TP4_HighSUV,TP5_HighSUV,TP6_HighSUV,TP1_VOLMORE1p5_SUV,TP2_VOLMORE1p5_SUV,TP3_VOLMORE1p5_SUV,TP4_VOLMORE1p5_SUV,TP5_VOLMORE1p5_SUV,TP6_VOLMORE1p5_SUV,TP1_VOLMORE2_SUV,TP2_VOLMORE2_SUV,TP3_VOLMORE2_SUV,TP4_VOLMORE2_SUV,TP5_VOLMORE2_SUV,TP6_VOLMORE2_SUV,TP1_TLG_SUV,TP2_TLG_SUV,TP3_TLG_SUV,TP4_TLG_SUV,TP5_TLG_SUV,TP6_TLG_SUV,TP1_TLG_HardPlusSoft_SUV,TP2_TLG_HardPlusSoft_SUV,TP3_TLG_HardPlusSoft_SUV,TP4_TLG_HardPlusSoft_SUV,TP5_TLG_HardPlusSoft_SUV,TP6_TLG_HardPlusSoft_SUV,TP1_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP2_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP3_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP4_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP5_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP6_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP1_SoftVol,TP2_SoftVol,TP3_SoftVol,TP4_SoftVol,TP5_SoftVol,TP6_SoftVol,TP1_HardVol,TP2_HardVol,TP3_HardVol,TP4_HardVol,TP5_HardVol,TP6_HardVol,TP1_log10CFU,TP2_log10CFU,TP3_log10CFU,TP4_log10CFU,TP5_log10CFU,TP6_log10CFU,TP1_LesionType,TP2_LesionType,TP3_LesionType,TP4_LesionType,TP5_LesionType,TP6_LesionType,TP1_FinalLesionType,TP2_FinalLesionType,TP3_FinalLesionType,TP4_FinalLesionType,TP5_FinalLesionType,TP6_FinalLesionType,TP1_Consolidate,TP2_Consolidate,TP3_Consolidate,TP4_Consolidate,TP5_Consolidate,TP6_Consolidate,TP1_Contour,TP2_Contour,TP3_Contour,TP4_Contour,TP5_Contour,TP6_Contour,UMAP1,UMAP2,cluster,classif
LIN,BH13,7,-249.31,25.57,15.86,28.04,-58.57,-77.93,-95.02,40.06,41.71,55.14,42.62,33.04,372.08,96.93,144.12,147.88,270.86,275.92,4.36,6.33,6.78,6.73,5.99,5.13,4.21,6.38,6.63,6.45,5.73,5.05,0.93,1.26,1.55,1.85,1.49,1.13,6.79,8.94,10.6,11.29,10.63,8.85,0.21,0.49,0.8,1.13,0.95,0.6,,,,,,,0.21,0.49,0.8,1.13,0.95,0.6,0.92,3.13,5.41,7.62,5.68,2.94,0.67,3.11,5.27,7.37,5.57,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.04,0.09,0.07,0.07,0.11,0.48,0.74,1.0,0.86,0.43,2.49,2.49,2.49,2.49,2.49,2.49,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 07 day 031 ceb,Lesion 07 day 054 ceb,Lesion 07 day 066 ceb,Lesion 07 Day 081 CEB,Lesion 07 Day 095 CEB,Lesion 07 day 109 ceb,-0.8734355,7.7148128,2,hot
LIN,BH13,8,-205.39,-268.23,-141.44,-360.27,-409.3,-290.14,-154.02,-173.98,-44.36,-354.67,-415.79,-240.18,259.83,289.0,233.71,280.85,294.62,336.53,2.31,2.91,3.11,2.65,2.73,2.59,2.22,2.95,3.16,2.65,2.72,2.57,0.45,0.29,0.51,0.65,0.54,0.48,3.54,3.49,4.0,4.07,3.85,3.69,0.04,0.09,0.1,0.05,0.06,0.06,,,,,,,0.04,0.09,0.1,0.05,0.06,0.06,0.11,0.25,0.31,0.16,0.17,0.19,0.1,0.18,0.27,0.13,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.05,0.02,0.01,0.03,1.73,1.73,1.73,1.73,1.73,1.73,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,false,false,false,false,false,false,Lesion 08 day 031 ceb,Lesion 08 day 054 ceb,Lesion 08 day 066 ceb,Lesion 08 Day 081 CEB,Lesion 08 Day 095 CEB,Lesion 08 day 109 ceb,2.3877819,1.1065851,1,cool
LIN,BH13,9,-379.88,-409.6,-360.09,-352.95,-307.49,-330.54,-402.2,-466.56,-390.67,-332.02,-276.01,-386.98,271.09,273.83,301.28,333.28,264.72,300.44,2.17,2.66,2.72,3.32,3.22,2.72,2.14,2.65,2.79,3.47,3.35,2.65,0.52,0.37,0.46,0.64,0.52,0.56,3.41,3.84,3.54,4.39,4.05,3.9,0.05,0.1,0.11,0.12,0.16,0.16,,,,,,,0.05,0.1,0.11,0.12,0.16,0.16,0.19,0.26,0.3,0.43,0.52,0.47,0.14,0.14,0.2,0.3,0.39,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.04,0.03,0.07,0.06,0.02,0.02,0.03,0.04,0.04,0.03,2.41,2.41,2.41,2.41,2.41,2.41,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 09 day 031 ceb,Lesion 09 day 054 ceb,Lesion 09 day 066 ceb,Lesion 09 Day 081 CEB,Lesion 09 Day 095 CEB,Lesion 09 day 109 ceb,3.5221422,0.70413935,1,cool
LIN,BH13,10,-728.98,-220.46,-350.64,-778.56,-778.3,-838.98,-760.22,-103.29,-374.27,-805.66,-800.19,-851.85,149.28,314.81,274.3,144.59,121.46,91.51,1.32,1.69,2.24,1.37,1.28,1.13,1.24,1.6,2.13,1.31,1.22,1.07,0.24,0.56,0.52,0.29,0.34,0.25,2.26,3.31,4.76,2.22,3.34,2.61,0.0,0.41,1.51,0.0,0.06,0.02,,,,,,,0.0,0.41,1.51,0.0,0.06,0.02,0.22,2.16,5.71,0.51,1.01,0.61,0.01,1.71,3.3,0.03,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.93,0.02,0.02,0.02,0.0,0.56,0.49,0.0,0.0,0.0,2.13,2.13,2.13,2.13,2.13,2.13,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,false,false,false,false,false,false,Lesion 10 day 031 ceb,Lesion 10 day 054 ceb,Lesion 10 day 066 ceb,Lesion 10 Day 081 CEB,Lesion 10 Day 095 CEB,Lesion 10 day 109 ceb,-1.5377529,2.927806,11,hot
LIN,BI01,1,-559.95,33.35,-281.36,-249.01,-205.78,-223.01,-615.2,38.0,-195.32,-155.53,-39.89,-145.79,210.73,61.58,292.35,295.83,317.39,285.18,1.44,5.69,4.33,4.07,5.85,5.6,1.39,5.57,4.09,3.77,5.99,5.66,0.33,1.67,1.6,1.61,2.15,2.0,2.58,9.32,8.3,8.18,10.14,9.59,0.02,0.26,0.24,0.25,0.25,0.27,,,,,,,0.02,0.26,0.24,0.25,0.25,0.27,0.32,1.49,1.05,1.09,1.49,1.54,0.11,1.49,0.83,0.91,0.91,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.07,0.05,0.09,0.01,0.27,0.1,0.12,0.15,0.13,3.71,3.71,3.71,3.71,3.71,3.71,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 01 Day 033 CEB,Lesion 01 Day 053 CEB,Lesion 01 Day 067 CEB,Lesion 01 Day 081 CEB,Lesion 01 Day 095 CEB,Lesion 01 Day 109 CEB,-0.5200896,7.972252,2,hot
LIN,BI01,2,-722.78,35.14,-450.43,-120.39,33.77,-105.71,-717.88,35.94,-489.11,-51.91,38.33,-6.18,76.51,35.63,316.39,212.11,54.09,228.6,1.56,4.14,2.44,2.88,5.38,5.44,1.54,4.03,2.4,2.81,5.35,5.24,0.28,0.46,0.33,0.32,1.11,1.32,2.4,6.21,3.53,4.16,8.05,8.85,0.0,0.08,0.07,0.07,0.06,0.06,,,,,,,0.0,0.08,0.07,0.07,0.06,0.06,0.07,0.33,0.2,0.19,0.32,0.36,0.0,0.33,0.11,0.17,0.17,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.01,0.0,0.08,0.02,0.04,0.06,0.04,3.63,3.63,3.63,3.63,3.63,3.63,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 02 Day 033 CEB,Lesion 02 Day 053 CEB,Lesion 02 Day 067 CEB,Lesion 02 Day 081 CEB,Lesion 02 Day 095 CEB,Lesion 02 Day 109 CEB,-0.28561255,10.945068,4,hot
LIN,BI01,3,-649.41,9.8,-463.61,-321.07,-350.63,-347.45,-680.91,25.66,-531.95,-295.72,-348.64,-349.06,148.68,82.8,290.39,287.81,367.96,314.2,1.16,5.4,3.15,3.32,4.36,4.52,1.02,5.25,3.03,2.97,4.33,4.45,0.32,1.15,1.25,1.16,1.82,1.54,2.24,7.96,6.46,6.36,8.24,7.76,0.0,0.16,0.11,0.15,0.1,0.09,,,,,,,0.0,0.16,0.11,0.15,0.1,0.09,0.06,0.84,0.46,0.54,0.52,0.39,0.01,0.84,0.26,0.41,0.41,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.02,0.03,0.0,0.14,0.03,0.05,0.05,0.02,3.11,3.11,3.11,3.11,3.11,3.11,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 03 Day 033 CEB,Lesion 03 Day 053 CEB,Lesion 03 Day 067 CEB,Lesion 03 Day 081 CEB,Lesion 03 Day 095 CEB,Lesion 03 Day 109 CEB,-0.28971985,7.6585484,2,hot
LIN,BI01,4,-401.58,46.39,-242.07,-91.85,8.09,-75.42,-452.98,50.33,-76.99,25.3,36.27,20.51,260.59,44.7,324.93,244.25,122.85,224.16,2.35,7.27,5.45,5.4,6.75,6.91,2.29,6.99,5.32,5.36,6.71,6.8,0.76,2.04,1.84,1.56,1.83,2.24,4.31,12.23,9.81,8.84,10.44,12.26,0.44,0.69,0.68,0.64,0.92,0.73,,,,,,,0.44,0.69,0.68,0.64,0.92,0.73,1.6,5.0,3.72,3.48,6.23,5.02,1.05,5.0,2.97,3.21,3.21,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.01,0.14,0.12,0.08,0.14,0.12,0.69,0.35,0.45,0.83,0.53,3.17,3.17,3.17,3.17,3.17,4.515953280558879,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,true,true,true,true,true,true,Lesion 04z05 Day 033 CEB,Lesion 04z05 Day 053 CEB,Lesion 04z05 Day 067 CEB,Lesion 04z05 Day 081 CEB,Lesion 04z05 Day 095 CEB,Lesion 04z05 Day 109 CEB,-0.76000226,8.029569,2,hot
LIN,BI01,6,-572.75,18.41,-213.65,-79.3,-74.77,-134.26,-691.18,35.94,-38.23,31.39,38.33,30.78,287.07,84.72,334.25,251.62,264.16,317.84,1.86,6.18,5.18,6.1,6.96,7.23,1.74,6.01,4.97,5.95,7.03,7.14,0.8,2.11,2.02,1.97,2.43,2.85,4.21,12.34,10.91,10.92,12.43,13.82,0.59,1.98,1.98,1.92,2.0,2.07,,,,,,,0.59,1.98,1.98,1.92,2.0,2.07,2.73,12.23,10.68,11.72,13.99,15.07,1.06,12.19,9.03,10.74,10.74,13.06,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.12,0.43,0.32,0.28,0.26,0.18,1.84,1.13,1.37,1.51,1.48,4.26,4.26,4.26,4.26,4.26,4.38,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,true,true,true,true,true,true,Lesion 06z07z10 Day 033 CEB,Lesion 06z07z10 Day 053 CEB,Lesion 06z07z10 Day 067 CEB,Lesion 06z07z10 Day 081 CEB,Lesion 06z07z10 Day 095 CEB,Lesion 06z07z10 Day 109 CEB,-2.6476433,7.067887,0,hot
LIN,BI01,9,-660.94,-636.3,-483.41,-490.79,-516.8,-580.65,-713.77,-743.04,-550.31,-547.65,-593.58,-642.66,182.82,275.21,294.21,273.75,290.1,250.86,1.37,2.5,2.57,2.28,2.18,1.8,1.26,2.41,2.51,2.27,2.31,1.8,0.36,0.83,0.62,0.64,0.53,0.33,2.24,4.4,4.14,3.7,3.19,2.64,0.0,0.07,0.05,0.03,0.03,0.01,,,,,,,0.0,0.07,0.05,0.03,0.03,0.01,0.06,0.25,0.18,0.12,0.11,0.06,0.01,0.08,0.09,0.06,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,1.68,1.68,1.68,1.68,1.68,1.68,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 09 Day 033 CEB,Lesion 09 Day 053 CEB,Lesion 09 Day 067 CEB,Lesion 09 Day 081 CEB,Lesion 09 Day 095 CEB,Lesion 09 Day 109 CEB,4.373529,0.8430325,1,cool
LIN,BI01,12,-527.44,-556.54,-509.68,-494.1,-574.11,-609.62,-602.88,-683.44,-617.64,-592.35,-694.44,-716.57,249.28,302.85,319.69,298.64,279.8,259.7,1.58,2.77,2.37,2.39,2.18,2.13,1.62,2.74,2.38,2.35,2.17,2.13,0.25,0.66,0.56,0.55,0.62,0.52,2.06,4.54,3.78,3.69,3.67,3.05,0.0,0.1,0.07,0.06,0.05,0.04,,,,,,,0.0,0.1,0.07,0.06,0.05,0.04,0.05,0.31,0.21,0.19,0.18,0.17,0.02,0.11,0.1,0.09,0.09,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.0,2.47,2.47,2.47,2.47,2.47,2.47,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 12 Day 033 CEB,Lesion 12 Day 053 CEB,Lesion 12 Day 067 CEB,Lesion 12 Day 081 CEB,Lesion 12 Day 095 CEB,Lesion 12 Day 109 CEB,3.8645031,0.7055542,1,cool
LIN,BI01,13,-741.89,26.54,-794.33,-359.66,17.14,-318.78,-752.79,31.83,-815.54,-354.64,73.32,-301.84,75.58,61.23,105.83,304.65,204.57,335.46,1.08,3.57,1.79,3.63,4.83,3.96,0.99,3.64,1.73,3.47,4.57,3.81,0.31,0.46,0.54,0.87,1.22,1.09,1.94,7.2,4.75,6.45,8.24,7.86,0.0,0.3,0.11,0.33,0.37,0.37,,,,,,,0.0,0.3,0.11,0.33,0.37,0.37,0.16,1.08,0.58,1.19,1.81,1.45,0.0,1.07,0.02,0.82,0.82,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.11,0.03,0.12,0.0,0.3,0.0,0.09,0.31,0.12,2.31,2.31,2.31,2.31,2.31,2.31,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 13 Day 033 CEB,Lesion 13 Day 053 CEB,Lesion 13 Day 067 CEB,Lesion 13 Day 081 CEB,Lesion 13 Day 095 CEB,Lesion 13 Day 109 CEB,-0.34094962,10.649936,4,hot
LIN,BI07,1,-474.55,-369.65,-221.99,-500.0,-457.5,-506.42,-530.82,-384.3,-155.93,-585.94,-537.77,-571.7,248.67,330.5,264.43,296.14,308.89,268.43,2.72,3.4,4.31,3.29,2.68,2.1,2.67,3.24,4.08,3.2,2.64,2.12,0.5,1.2,1.4,1.06,0.75,0.33,3.83,6.22,8.2,5.95,4.51,2.77,0.04,0.09,0.14,0.07,0.05,0.03,,,,,,,0.04,0.09,0.14,0.07,0.05,0.03,0.13,0.34,0.59,0.24,0.16,0.09,0.06,0.23,0.51,0.09,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.02,0.02,0.01,0.0,0.03,0.06,0.01,0.01,0.0,,,,,,0.778,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 01 Day 033 ceb,Lesion 01 day 055 ceb,Lesion 01 day 069 ceb,Lesion 01 day 085 ceb,Lesion 01 day 098 ceb,Lesion 01 day 111 ceb,2.2537193,0.8680699,1,cool
LIN,BI07,2,-683.77,-636.46,-372.12,-640.85,-566.81,-555.78,-730.75,-696.64,-388.5,-721.04,-611.59,-614.43,153.46,208.62,266.86,226.71,217.04,228.76,1.35,1.85,2.46,1.9,1.75,1.87,1.32,1.78,2.42,1.77,1.75,1.83,0.15,0.31,0.44,0.39,0.3,0.4,1.64,2.46,3.45,2.78,2.41,2.88,0.0,0.01,0.03,0.02,0.01,0.02,,,,,,,0.0,0.01,0.03,0.02,0.01,0.02,0.06,0.06,0.09,0.09,0.08,0.08,0.01,0.01,0.06,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,,,,,,2.651,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 02 Day 033 ceb,Lesion 02 day 055 ceb,Lesion 02 day 069 ceb,Lesion 02 day 085 ceb,Lesion 02 day 098 ceb,Lesion 02 day 111 ceb,5.347212,1.3009329,1,cool
LIN,BI07,3,-460.32,-450.32,-218.69,-462.45,-476.17,-539.12,-471.66,-487.04,-139.47,-514.3,-529.57,-606.29,210.31,264.33,267.15,262.09,259.13,256.79,2.21,2.84,4.02,3.06,2.7,2.08,2.21,2.6,3.85,2.89,2.66,2.03,0.35,0.99,1.43,1.01,0.58,0.47,2.99,5.91,7.93,5.84,4.03,3.29,0.05,0.13,0.17,0.1,0.07,0.05,,,,,,,0.05,0.13,0.17,0.1,0.07,0.05,0.15,0.46,0.75,0.35,0.22,0.19,0.08,0.28,0.64,0.17,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.04,0.03,0.02,0.0,0.02,0.09,0.01,0.01,0.01,,,,,,3.214,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 03 Day 033 ceb,Lesion 03 day 055 ceb,Lesion 03 day 069 ceb,Lesion 03 day 085 ceb,Lesion 03 day 098 ceb,Lesion 03 day 111 ceb,3.7803981,0.6592902,1,cool
LIN,BI07,5,-584.48,-480.37,-451.48,-571.65,-544.23,-537.94,-651.18,-540.47,-497.57,-643.25,-613.64,-608.33,211.74,287.11,310.13,276.73,281.91,303.94,1.88,2.86,4.03,2.75,2.49,2.25,1.88,2.68,3.69,2.54,2.3,2.19,0.22,0.96,1.53,1.11,0.88,0.63,2.41,5.26,8.2,5.99,4.66,3.62,0.01,0.09,0.16,0.09,0.06,0.04,,,,,,,0.01,0.09,0.16,0.09,0.06,0.04,0.07,0.32,0.68,0.35,0.24,0.13,0.02,0.15,0.38,0.15,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.03,0.03,0.02,0.0,0.02,0.03,0.01,0.01,0.01,,,,,,2.97,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 05 Day 033 ceb,Lesion 05 day 055 ceb,Lesion 05 day 069 ceb,Lesion 05 day 085 ceb,Lesion 05 day 098 ceb,Lesion 05 day 111 ceb,3.7012873,0.6413345,1,cool
LIN,BI07,6,-360.96,35.89,-21.61,-220.13,-194.25,-144.53,-410.46,43.11,25.18,-10.76,-21.08,10.21,339.92,120.54,163.46,362.59,325.79,307.68,3.25,5.47,7.08,5.35,3.61,2.58,3.1,5.18,6.97,4.9,3.44,2.61,0.96,1.49,2.02,1.96,1.2,0.63,6.07,9.41,11.68,11.25,6.79,3.86,0.13,0.28,0.27,0.28,0.17,0.05,,,,,,,0.13,0.28,0.27,0.28,0.17,0.05,0.47,1.68,1.94,1.42,0.61,0.17,0.23,1.63,1.89,1.06,0.47,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.05,0.03,0.01,0.05,0.27,0.24,0.16,0.1,0.04,,,,,,1.6,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 06 Day 033 ceb,Lesion 06 day 055 ceb,Lesion 06 day 069 ceb,Lesion 06 day 085 ceb,Lesion 06 day 098 ceb,Lesion 06 day 111 ceb,-0.33005106,7.5099406,2,hot
LIN,BI07,7,-508.73,-252.28,-235.14,-370.37,-299.01,-483.5,-573.66,-150.04,-65.38,-366.92,-236.37,-590.02,254.49,298.89,325.0,352.86,326.88,344.47,2.85,4.69,6.39,4.87,4.71,3.91,2.77,4.95,6.62,4.95,4.42,3.53,0.76,1.3,1.51,1.77,1.74,1.86,4.77,7.56,9.93,9.12,9.64,9.53,0.07,0.22,0.18,0.18,0.17,0.18,,,,,,,0.07,0.22,0.18,0.18,0.17,0.18,0.23,1.01,1.18,0.94,0.83,0.79,0.11,0.76,0.95,0.69,0.59,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.03,0.05,0.05,0.04,0.01,0.09,0.1,0.08,0.07,0.05,,,,,,3.5,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 07 Day 033 ceb,Lesion 07 day 055 ceb,Lesion 07 day 069 ceb,Lesion 07 day 085 ceb,Lesion 07 day 098 ceb,Lesion 07 day 111 ceb,-0.029547988,1.1721268,12,hot
LIN,BI07,8,-395.48,-188.09,-221.49,-287.02,-236.55,-335.43,-447.18,-32.92,-85.96,-207.26,-144.1,-307.2,284.3,305.21,323.77,341.45,310.53,352.94,2.97,4.75,5.57,4.79,4.21,4.92,2.79,4.64,5.45,4.4,3.77,4.4,0.73,1.55,1.84,1.66,1.77,2.12,5.0,8.1,9.46,9.37,9.7,11.48,0.12,0.28,0.39,0.29,0.32,0.24,,,,,,,0.12,0.28,0.39,0.29,0.32,0.24,0.37,1.34,2.27,1.42,1.32,1.22,0.23,1.06,1.75,1.08,1.07,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.07,0.09,0.06,0.03,0.15,0.2,0.13,0.14,0.1,,,,,,2.5,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 08 Day 033 ceb,Lesion 08 day 055 ceb,Lesion 08 day 069 ceb,Lesion 08 day 085 ceb,Lesion 08 day 098 ceb,Lesion 08 day 111 ceb,-0.2059036,1.7824917,12,hot
LIN,BI07,9,-498.94,-279.93,-256.25,-446.82,-355.5,-498.68,-579.78,-199.36,-166.23,-514.3,-351.19,-581.88,259.7,307.63,301.03,317.64,307.27,321.54,2.7,4.69,5.53,3.69,3.44,3.3,2.54,4.54,5.16,3.31,3.15,2.96,0.94,1.7,2.04,1.58,1.35,1.52,4.73,8.93,10.74,8.32,7.46,7.45,0.06,0.21,0.23,0.18,0.14,0.14,,,,,,,0.06,0.21,0.23,0.18,0.14,0.14,0.22,0.98,1.25,0.81,0.56,0.57,0.1,0.68,1.04,0.53,0.36,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.06,0.06,0.04,0.01,0.08,0.1,0.05,0.05,0.03,,,,,,4.1,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 09 Day 033 ceb,Lesion 09 day 055 ceb,Lesion 09 day 069 ceb,Lesion 09 day 085 ceb,Lesion 09 day 098 ceb,Lesion 09 day 111 ceb,0.09892805,1.0354482,12,hot
LIN,BI07,11,-389.55,-172.2,-163.72,-258.91,-231.46,-171.82,-426.78,-37.03,-5.7,-180.65,-117.45,-24.38,256.31,269.1,292.77,291.16,284.73,286.97,3.78,4.66,6.42,4.62,4.82,6.07,3.7,4.61,6.4,4.17,4.39,5.49,1.09,1.44,2.06,2.39,1.95,2.63,6.29,7.89,10.67,10.52,10.2,12.88,0.08,0.33,0.29,0.21,0.33,0.33,,,,,,,0.08,0.33,0.29,0.21,0.33,0.33,0.32,1.52,1.86,1.16,1.63,2.0,0.22,1.37,1.66,0.91,1.36,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.05,0.07,0.1,0.08,0.02,0.2,0.18,0.11,0.16,0.2,,,,,,4.7,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 11 Day 033 ceb,Lesion 11 day 055 ceb,Lesion 11 day 069 ceb,Lesion 11 day 085 ceb,Lesion 11 day 098 ceb,Lesion 11 day 111 ceb,-0.39833778,1.9919324,12,hot
